Gross,Lead male,Lead female,Age Lead,Difference in words lead and co-lead,Year,Number words female,Number of male actors,Age women,Number of female actors,Title,Total words,Number words male,Age Co-Lead,Age men,Lead,Number of words lead,Mean Age Male,Mean Age Female
543.0,Gandalf,Eowyn,64.0,508,2003,145,11,[36.0],1,The Lord of the Rings: The Return of the King,3708,2910,36.0,"[55.0, 43.0, 22.0, 64.0, 59.0, 39.0, 26.0, 27.0, 35.0, 32.0, 59.0]",Male,653.0,41.90909090909091,36.0
482.0,Gandalf,Galadriel,62.0,1337,2001,1212,11,"[24.0, 32.0]",2,The Lord of the Rings: The Fellowship of the Ring,8255,4849,32.0,"[70.0, 42.0, 41.0, 20.0, 62.0, 57.0, 24.0, 25.0, 33.0, 30.0, 79.0]",Male,2194.0,43.90909090909091,28.0
509.0,Sam,Galadriel,31.0,638,2002,206,13,[33.0],1,The Lord of the Rings: The Two Towers,4796,3746,33.0,"[42.0, 37.0, 21.0, 47.0, 63.0, 58.0, 38.0, 25.0, 56.0, 26.0, 34.0, 31.0, 80.0]",Male,844.0,42.92307692307692,33.0
128.0,Maj. Don West,Dr. Maureen Rob,31.0,983,1998,1267,8,"[42.0, 16.0]",2,Lost in Space,7203,4288,42.0,"[40.0, 62.0, 31.0, 37.0, 48.0, 72.0, 11.0]",Male,1648.0,43.0,29.0
101.0,Malcolm X,Dr. Betty Shaba,38.0,4970,1992,859,6,"[34.0, 38.0, 31.0]",3,Malcolm X,7719,1326,34.0,"[34.0, 58.0, 38.0, 35.0, 42.0, 40.0]",Male,5534.0,41.166666666666664,34.333333333333336
49.0,Brad 'B-Rad' Gl,Shondra,33.0,2689,2003,1316,12,"[33.0, 33.0]",3,Malibu's Most Wanted,11126,6124,33.0,"[62.0, 33.0, 37.0, 59.0, 26.0, 27.0, 33.0, 32.0, 23.0, 39.0]",Male,3686.0,37.1,33.0
109.0,Joyhn W. Creasy,Lupita Ramos,50.0,1510,2004,2015,5,"[31.0, 10.0]",3,Man on Fire,6843,2298,10.0,"[50.0, 62.0, 61.0, 36.0]",Male,2530.0,52.25,20.5
8.0,Eugene Earl Axl,Joan Spruance,55.0,1776,1992,4008,9,"[41.0, 43.0, 38.0, 23.0]",4,Man Trouble,10501,2240,38.0,"[36.0, 45.0, 55.0, 44.0, 62.0, 49.0, 66.0, 42.0]",Male,4253.0,49.875,36.25
105.0,King Louis Xiv,Queen Mother An,24.0,1167,1998,444,8,[38.0],2,The Man in the Iron Mask,6294,4386,38.0,"[45.0, 48.0, 24.0, 50.0, 27.0]",Male,1464.0,38.8,38.0
92.0,Ben Marco,Rosie,50.0,2828,2004,1463,9,"[31.0, 50.0, 37.0]",3,The Manchurian Candidate,12260,6893,37.0,"[47.0, 50.0, 49.0, 47.0, 63.0, 38.0, 37.0, 66.0]",Male,3904.0,49.625,39.333333333333336
20.0,Will Graham,Molly Graham,33.0,3356,1986,1310,10,"[28.0, 30.0]",3,Manhunter,9072,3704,28.0,"[33.0, 35.0, 34.0, 31.0, 42.0, 39.0, 36.0, 33.0]",Male,4058.0,35.375,29.0
249.0,Stanley Ipkiss,Tina Carlyle,32.0,763,1994,1583,7,"[27.0, 32.0, 22.0]",3,The Mask,5375,2025,22.0,"[29.0, 50.0, 36.0, 37.0, 47.0, 32.0]",Male,1767.0,38.5,27.0
292.0,Morpheus,Trinity,38.0,1247,1999,1084,3,"[66.0, 32.0]",2,The Matrix,4737,1530,32.0,"[38.0, 35.0, 32.0]",Male,2123.0,35.0,49.0
49.0,Max Payne,Mona Sax,37.0,436,2008,319,5,[25.0],1,Max Payne,1959,885,25.0,"[38.0, 31.0, 37.0]",Male,755.0,35.333333333333336,25.0
473.0,Kay,Laurel Weaver,51.0,1810,1997,661,8,[39.0],1,Men in Black,6718,3586,39.0,"[38.0, 38.0, 38.0, 29.0, 44.0, 51.0, 66.0]",Male,2471.0,43.42857142857143,39.0
60.0,Insp. Scott Rop,Veronica 'Ronni,36.0,3567,1997,781,7,"[46.0, 24.0]",2,Metro,8285,3299,24.0,"[58.0, 32.0, 36.0, 27.0, 39.0]",Male,4205.0,38.4,35.0
130.0,Billy Hayes,Susan,29.0,1250,1978,241,9,[24.0],1,Midnight Express,4514,2782,24.0,"[29.0, 32.0, 42.0, 28.0, 38.0, 40.0, 31.0]",Male,1491.0,34.285714285714285,24.0
98.0,Luke Graham,Terri Fisher,36.0,629,2000,1062,6,"[39.0, 35.0]",2,Mission to Mars,5893,3241,35.0,"[36.0, 30.0, 26.0, 70.0, 34.0, 42.0]",Male,1590.0,39.666666666666664,37.0
8.0,Stu Miley,Dr. Julie Mcelr,33.0,1614,2001,1490,7,"[46.0, 37.0, 43.0, 28.0]",4,Monkeybone,5908,2053,37.0,"[38.0, 35.0, 43.0, 44.0, 33.0]",Male,2365.0,38.6,38.5
36.0,Mr. Earl Brooks,Jane Brooks,52.0,3081,2007,1222,6,"[59.0, 49.0, 20.0, 35.0]",4,Mr. Brooks,9871,5144,20.0,"[57.0, 52.0, 35.0]",Male,3505.0,48.0,40.75
265.0,Richard 'Rick' ,Evelyn 'Evy' Ca,29.0,89,1999,0,9,[29.0],1,The Mummy,6165,4466,31.0,"[36.0, 72.0, 37.0, 37.0, 38.0, 35.0, 31.0, 34.0]",Female,1699.0,40.0,29.0
123.0,Harry Sultenfus,Vada Margaret S,11.0,478,1991,1646,5,"[33.0, 11.0]",3,My Girl,6677,3011,39.0,"[39.0, 38.0, 36.0, 43.0, 11.0]",Female,2020.0,33.4,22.0
240.0,Michael O'Neal,Julianne Potter,30.0,2591,1997,1402,4,"[55.0, 30.0, 75.0, 29.0]",4,My Best Friend's Wedding,9615,3308,34.0,"[38.0, 34.0, 67.0]",Female,4905.0,46.333333333333336,47.25
104.0,Wayne Gale,Mallory Knox,29.0,3771,1994,1177,9,"[26.0, 21.0, 36.0]",3,Natural Born Killers,11352,5551,21.0,"[33.0, 33.0, 35.0, 48.0, 29.0]",Male,4624.0,35.6,27.666666666666668
5.0,Jack Kelly,Medda Larkson,18.0,2902,1992,807,17,"[51.0, 19.0]",2,Newsies,10024,5836,51.0,"[39.0, 17.0, 18.0, 18.0, 39.0, 61.0, 20.0, 82.0, 12.0, 45.0, 62.0, 16.0, 25.0, 57.0, 48.0, 16.0, 51.0]",Male,3381.0,36.8235294117647,35.0
22.0,Cris Johnson,Liz Cooper,43.0,756,2007,1186,5,[25.0],1,Next,4117,989,25.0,"[43.0, 80.0, 37.0, 57.0]",Male,1942.0,54.25,25.0
68.0,Glen Lantz,Nancy Thompson,20.0,1046,1984,1117,6,"[39.0, 20.0]",3,A Nightmare on Elm Street,5051,2188,21.0,"[34.0, 21.0, 49.0, 21.0, 43.0]",Female,1746.0,33.6,29.5
48.0,John,Kate,36.0,939,2009,4037,3,"[58.0, 12.0, 36.0, 57.0]",4,Orphan,10732,3285,38.0,"[13.0, 47.0, 38.0]",Female,3410.0,32.666666666666664,40.75
32.0,Henry Tudor,Mary Boleyn,24.0,119,2008,167,6,"[48.0, 24.0]",2,The Other Boleyn Girl,5026,3538,40.0,"[30.0, 40.0, 48.0, 44.0, 32.0, 26.0]",Female,1321.0,36.666666666666664,36.0
72.0,Leopold,Kate Mckay,33.0,2371,2001,841,6,[40.0],2,Kate & Leopold,5409,1604,40.0,"[27.0, 60.0, 33.0, 64.0]",Male,2964.0,46.0,40.0
142.0,Junior,Meg Altman,40.0,204,2002,616,3,"[46.0, 40.0, 12.0]",3,Panic Room,3306,1689,31.0,"[45.0, 31.0, 46.0]",Female,1001.0,40.666666666666664,32.666666666666664
153.0,Shane Wolfe,Zoe Plummer,38.0,2496,2005,1858,4,"[41.0, 12.0, 38.0, 19.0]",4,The Pacifier,5762,858,19.0,"[38.0, 45.0]",Male,3046.0,41.5,27.5
182.0,Benjamin Martin,Charlotte Selto,44.0,2918,2000,152,9,[35.0],1,The Patriot,6720,3498,35.0,"[44.0, 37.0, 21.0, 52.0, 52.0, 51.0]",Male,3070.0,42.833333333333336,35.0
305.0,Capt. Rafe Mcca,Nurse Lt. Evely,29.0,734,2001,1259,8,"[31.0, 22.0, 28.0]",3,Pearl Harbor,5955,3007,28.0,"[23.0, 29.0, 51.0, 43.0, 29.0, 63.0]",Male,1689.0,39.666666666666664,27.0
97.0,Charlie Bodell,Peggy Sue,32.0,2242,1986,1510,6,"[35.0, 75.0, 51.0, 30.0, 15.0, 32.0]",6,Peggy Sue Got Married,10584,4737,22.0,"[84.0, 22.0, 57.0, 23.0, 28.0, 24.0]",Female,4337.0,39.666666666666664,39.666666666666664
65.0,Robert 'Butch' ,Sally Gerber,38.0,3653,1993,2139,12,"[52.0, 50.0, 26.0]",6,A Perfect World,11649,4657,26.0,"[34.0, 36.0, 63.0, 45.0, 43.0, 7.0, 38.0, 49.0]",Male,4853.0,39.375,42.666666666666664
35.0,Chase Matthews,Marjorie Hargro,30.0,554,1992,576,6,"[24.0, 34.0]",2,Pet Sematary II,4006,2574,24.0,"[30.0, 18.0, 14.0, 33.0]",Male,856.0,23.75,29.0
366.0,Edward Lewis,Vivian Ward,23.0,488,1990,437,3,"[28.0, 23.0]",2,Pretty Woman,7163,3719,41.0,"[41.0, 31.0, 42.0]",Female,3007.0,38.0,25.5
68.0,Inigo Montoya,Valerie,35.0,1993,1987,110,11,[35.0],1,The Princess Bride,9984,7771,35.0,"[39.0, 41.0, 35.0, 39.0, 45.0, 60.0, 44.0, 25.0, 39.0]",Male,2103.0,40.77777777777778,35.0
190.0,Joe Paxton,Margaret Tate,45.0,3831,2009,2545,3,"[31.0, 56.0, 87.0, 45.0]",5,The Proposal,9484,2107,65.0,"[21.0, 65.0, 47.0]",Female,4832.0,44.333333333333336,54.75
545.0,Sam Loomis,Lila Crane,29.0,608,1960,2809,8,"[31.0, 33.0, 53.0]",5,Psycho,8735,4129,31.0,"[41.0, 49.0, 28.0, 29.0, 53.0, 51.0]",Male,1797.0,41.833333333333336,39.0
32.0,Thomas Dagget,Katherine,34.0,519,1995,2036,10,"[34.0, 12.0]",2,The Prophecy,8063,3766,34.0,"[55.0, 52.0, 25.0, 37.0, 34.0, 34.0]",Male,2261.0,39.5,23.0
26.0,Barry Egan,Lena Leonard,36.0,2691,2002,2305,5,"[31.0, 35.0]",6,Punch-Drunk Love,6955,954,35.0,"[36.0, 35.0, 46.0]",Male,3696.0,39.0,33.0
224.0,Vincent Vega,Mia Wallace,40.0,1580,1994,2094,7,"[29.0, 35.0, 24.0]",4,Pulp Fiction,7636,2946,24.0,"[31.0, 46.0, 33.0, 35.0, 35.0, 33.0, 40.0]",Male,2596.0,36.142857142857146,29.333333333333332
74.0,Tony Blair,The Queen,61.0,401,2006,553,4,"[38.0, 72.0, 61.0]",3,The Queen,5333,2872,37.0,"[49.0, 66.0, 53.0, 37.0]",Female,1908.0,51.25,57.0
367.0,Rambo,Co,39.0,477,1985,440,7,[27.0],1,Rambo: First Blood Part II,3193,1836,27.0,"[59.0, 48.0, 39.0]",Male,917.0,48.666666666666664,27.0
31.0,Chris Knight,Jordan,26.0,1811,1985,1297,6,"[23.0, 35.0, 34.0]",3,Real Genius,7709,3914,23.0,"[26.0, 47.0, 15.0]",Male,2498.0,29.333333333333332,30.666666666666668
28.0,Gallagher,Bowman,41.0,3302,2000,2168,10,[33.0],1,Red Planet,14591,6953,33.0,"[39.0, 62.0, 41.0, 31.0, 37.0]",Male,5470.0,42.0,33.0
72.0,Shane Falco,Annabelle Farre,36.0,673,2000,540,16,[30.0],1,The Replacements,4830,3077,30.0,"[32.0, 44.0, 80.0, 32.0, 32.0, 44.0, 38.0, 36.0]",Male,1213.0,42.25,30.0
594.0,Dr. Frank-N-Fur,Janet Weiss - A,29.0,407,1975,1168,5,"[22.0, 29.0, 31.0]",3,The Rocky Horror Picture Show,3554,1219,29.0,"[29.0, 33.0]",Male,1167.0,31.0,27.333333333333332
263.0,Stanley Goodspe,Carla Pestalozz,32.0,1532,1996,301,14,"[28.0, 25.0]",2,The Rock,7277,5262,28.0,"[32.0, 41.0, 40.0, 41.0, 50.0, 50.0, 46.0, 40.0, 66.0, 26.0, 44.0, 32.0, 57.0]",Male,1714.0,43.46153846153846,26.5
343.0,Robin Hood,Marian Dubois,36.0,4085,1991,1777,14,"[33.0, 59.0]",3,Robin Hood: Prince of Thieves,13957,7001,33.0,"[56.0, 64.0, 36.0, 33.0, 52.0, 64.0, 47.0, 55.0, 36.0, 45.0, 22.0, 15.0]",Male,5179.0,43.75,46.0
6.0,Lenny Cole,Stella,60.0,1522,2008,585,16,[36.0],1,RocknRolla,8247,5555,36.0,"[40.0, 35.0, 45.0, 31.0, 26.0, 30.0, 60.0, 28.0, 31.0, 36.0, 43.0, 29.0, 46.0, 38.0]",Male,2107.0,37.0,36.0
1.0,Romeo,Juliet,21.0,171,2013,2245,8,"[17.0, 44.0, 57.0]",3,Romeo & Juliet,6165,2356,17.0,"[40.0, 46.0, 42.0, 26.0, 62.0, 21.0, 26.0]",Male,1564.0,37.57142857142857,39.333333333333336
31.0,Max Fischer,Rosemary Cross,18.0,2090,1998,1060,4,"[20.0, 30.0]",2,Rushmore,5188,1145,30.0,"[52.0, 18.0]",Male,2983.0,35.0,25.0
116.0,Simon Templar,Dr. Emma Russel,38.0,48,1997,1721,5,"[34.0, 31.0]",2,The Saint,4410,1089,34.0,"[51.0, 38.0]",Male,1600.0,44.5,32.5
139.0,Derek,Sara,20.0,214,2001,654,5,"[22.0, 20.0]",4,Save the Last Dance,7304,4318,31.0,"[31.0, 30.0, 47.0]",Female,2332.0,36.0,21.0
1.0,Danny Parker,Colette,43.0,2796,2002,763,6,"[38.0, 32.0, 29.0]",3,The Salton Sea,5842,1835,38.0,"[43.0, 31.0, 32.0]",Male,3244.0,35.333333333333336,33.0
1.0,Tony Montana,Elvira Hancock,43.0,7338,1983,1556,12,"[25.0, 25.0]",2,Scarface,13704,3959,25.0,"[47.0, 39.0, 53.0, 48.0, 41.0, 46.0, 44.0, 61.0, 42.0, 43.0]",Male,8189.0,46.4,25.0
40.0,Jackie Moon,Lynn,41.0,3022,2008,839,8,[43.0],2,Semi-Pro,9231,4638,43.0,"[33.0, 44.0, 41.0, 37.0, 47.0, 31.0]",Male,3754.0,38.833333333333336,43.0
16.0,"Eugene Sutphin,",Misty,54.0,158,1994,1084,8,"[47.0, 26.0, 56.0]",5,Serial Mom,3112,1527,26.0,"[24.0, 54.0, 20.0]",Male,501.0,32.666666666666664,43.0
34.0,Kirk,Molly,28.0,1359,2010,2996,7,"[33.0, 28.0, 29.0]",4,She's Out of My League,9629,3488,28.0,"[33.0, 35.0, 28.0, 39.0, 33.0, 29.0]",Male,3145.0,32.833333333333336,30.0
341.0,Rev. Graham Hes,Officer Paski,46.0,1407,2002,923,4,[46.0],1,Signs,5282,2029,46.0,"[28.0, 13.0, 32.0, 46.0]",Male,2330.0,29.75,46.0
270.0,Dr. Hannibal Le,Clarice Starlin,29.0,1328,1991,503,11,"[24.0, 29.0]",3,The Silence of the Lambs,11680,7333,54.0,"[70.0, 47.0, 54.0, 50.0, 34.0, 43.0]",Female,3844.0,49.666666666666664,26.5
293.0,Eddie Souther,Deloris,37.0,3200,1992,2395,4,"[37.0, 29.0, 82.0, 35.0, 34.0, 58.0]",6,Sister Act,8378,1984,39.0,"[39.0, 53.0, 45.0]",Female,3999.0,45.666666666666664,45.833333333333336
47.0,Stanley Locke,Georgia Sykes,50.0,609,2006,2051,15,"[25.0, 45.0, 58.0, 36.0]",4,Smokin' Aces,9895,6407,25.0,"[41.0, 26.0, 52.0, 32.0, 32.0, 34.0, 53.0, 39.0, 30.0, 30.0, 37.0, 70.0, 34.0, 50.0, 64.0]",Male,1437.0,41.6,41.0
24.0,Tony Giardino,Harriet Michael,32.0,471,1993,1236,2,"[32.0, 48.0, 36.0, 32.0]",4,So I Married an Axe Murderer,4501,1547,34.0,"[59.0, 34.0]",Female,1718.0,46.5,37.0
24.0,Nels Gudmundsso,Hatsue Miyamoto,70.0,1521,1999,1972,10,"[48.0, 28.0, 50.0]",4,Snow Falling on Cedars,8681,4101,28.0,"[56.0, 34.0, 38.0, 56.0, 29.0, 59.0, 28.0, 70.0, 52.0, 49.0]",Male,2608.0,47.1,42.0
180.0,Harry Sanborn,Erica Barry,66.0,1125,2003,8159,2,"[45.0, 57.0, 31.0, 46.0]",5,Something's Gotta Give,15824,1566,57.0,"[66.0, 39.0]",Male,6099.0,52.5,44.75
89.0,Eric Cartman,Sheila Broflovs,38.0,152,1999,951,9,"[38.0, 38.0, 30.0]",7,South Park: Bigger Longer & Uncut,6235,3915,30.0,"[57.0, 30.0, 46.0, 28.0]",Female,1369.0,40.25,35.333333333333336
58.0,John Clasky,Deborah Clasky,38.0,148,2004,5367,4,"[12.0, 38.0, 78.0, 28.0, 33.0, 26.0, 26.0]",7,Spanglish,14266,4585,38.0,"[9.0, 38.0]",Female,4314.0,23.5,34.42857142857143
6.0,Scott,Laura Newton,45.0,2835,2004,257,8,[24.0],2,Spartan,6054,2809,24.0,"[51.0, 58.0, 28.0, 42.0, 45.0, 54.0, 31.0]",Male,2988.0,44.142857142857146,24.0
853.0,Luke Skywalker,Princess Leia,32.0,556,1983,359,8,[27.0],1,Star Wars: Episode VI - Return of the Jedi,4891,3617,27.0,"[69.0, 37.0, 48.0, 41.0, 46.0, 32.0, 39.0, 19.0]",Male,915.0,41.375,27.0
465.0,Obi-Wan Kenobi,Padme,31.0,809,2002,1273,10,"[82.0, 21.0, 25.0, 40.0]",4,Star Wars: Episode II - Attack of the Clones,5454,2704,21.0,"[62.0, 80.0, 67.0, 29.0, 48.0, 54.0, 31.0, 58.0, 49.0, 58.0]",Male,1477.0,53.6,42.0
299.0,Captain Kirk,Uhura,78.0,1543,2009,682,12,"[38.0, 77.0, 30.0]",3,Star Trek,7039,4343,77.0,"[39.0, 78.0, 46.0, 73.0, 89.0, 26.0, 41.0, 53.0, 62.0, 89.0, 78.0, 72.0]",Male,2014.0,62.166666666666664,48.333333333333336
1798.0,Luke Skywalker,Princess Leia O,26.0,1849,1977,636,13,[21.0],1,Star Wars: Episode IV - A New Hope,9047,5926,21.0,"[31.0, 42.0, 46.0, 66.0, 64.0, 33.0, 35.0, 26.0, 37.0, 38.0, 36.0, 61.0]",Male,2485.0,42.916666666666664,21.0
103.0,Johnny Rico,Lt. Carmen Iban,29.0,1235,1997,2299,10,"[63.0, 37.0, 29.0, 26.0]",5,Starship Troopers,8694,3890,26.0,"[24.0, 55.0, 47.0, 29.0, 25.0, 39.0, 38.0, 53.0, 29.0]",Male,2505.0,37.666666666666664,38.75
11.0,Walt Price,Claire Wellesle,50.0,2248,2000,859,13,"[19.0, 35.0, 51.0]",3,State and Main,9460,5897,35.0,"[42.0, 80.0, 38.0, 52.0, 33.0, 46.0, 77.0, 45.0, 50.0, 50.0]",Male,2704.0,51.3,35.0
786.0,Henry Gondorff,Billie,48.0,1382,1973,216,13,[41.0],1,The Sting,6143,4329,41.0,"[51.0, 46.0, 35.0, 46.0, 37.0, 48.0, 48.0, 59.0, 37.0, 50.0, 50.0, 63.0]",Male,1598.0,47.5,41.0
74.0,Starman,Jenny Hayden,33.0,1148,1984,0,7,[33.0],1,Starman,6456,4035,35.0,"[47.0, 58.0, 47.0, 31.0, 35.0]",Female,2421.0,43.6,33.0
36.0,Tom Witzky,Maggie Witzky,41.0,1773,1999,3153,8,"[34.0, 20.0]",6,Stir of Echoes,10513,3492,34.0,"[43.0, 43.0, 5.0, 41.0]",Male,3868.0,33.0,27.0
68.0,Winters,Karai,67.0,1064,2007,363,8,[28.0],1,TMNT,8611,6821,28.0,"[26.0, 43.0, 43.0, 38.0, 37.0, 74.0, 67.0]",Male,1427.0,46.857142857142854,28.0
97.0,Kevin Flynn,Yori,33.0,1085,1982,258,5,[28.0],1,TRON,3288,1687,28.0,"[67.0, 41.0, 33.0, 26.0, 32.0]",Male,1343.0,39.8,28.0
55.0,Kenny O'Donnell,Helen O'Donnell,45.0,3080,2000,136,17,[46.0],1,Thirteen Days,12141,8789,46.0,"[57.0, 50.0, 45.0, 61.0, 58.0, 53.0, 63.0, 49.0, 45.0, 41.0, 57.0]",Male,3216.0,52.63636363636363,46.0
8.0,Dwight,Caroline,50.0,1247,1993,4093,7,"[39.0, 22.0, 13.0]",3,This Boy's Life,14243,5331,39.0,"[18.0, 50.0, 22.0, 44.0, 42.0, 20.0, 19.0]",Male,4819.0,30.714285714285715,24.666666666666668
373.0,Peter Mitchell,Sylvia Benningt,42.0,5249,1987,632,7,"[26.0, 63.0]",3,3 Men and a Baby,12452,6217,26.0,"[24.0, 40.0, 29.0, 42.0]",Male,5603.0,33.75,44.5
47.0,Ray Levoi,Maggie Eagle Be,33.0,2088,1992,612,9,[32.0],1,Thunderheart,8611,5299,32.0,"[49.0, 73.0, 46.0, 33.0, 40.0]",Male,2700.0,48.2,32.0
106.0,Roy Mcavoy,Dr. Molly Grisw,41.0,3808,1996,2686,5,[42.0],2,Tin Cup,11665,3247,42.0,"[61.0, 47.0, 51.0, 50.0, 41.0]",Male,5732.0,50.0,42.0
56.0,Ernest Tilley,Nora Tilley,43.0,5094,1987,1809,11,[39.0],1,Tin Men,19960,11248,39.0,"[40.0, 40.0, 43.0, 56.0, 31.0, 56.0, 47.0, 38.0, 61.0, 35.0, 44.0]",Male,6903.0,44.63636363636363,39.0
61.0,Woody,Mrs. Davis,39.0,2249,1995,523,7,"[43.0, 9.0, 40.0]",3,Toy Story,5880,2859,40.0,"[42.0, 48.0, 69.0, 52.0, 13.0, 46.0, 39.0]",Male,2498.0,44.142857142857146,30.666666666666668
200.0,Robert Wakefiel,Helena Ayala,56.0,541,2000,3073,15,"[47.0, 18.0, 31.0]",4,Traffic,9776,4954,31.0,"[46.0, 53.0, 44.0, 30.0, 67.0, 33.0, 46.0, 29.0, 36.0, 46.0, 44.0, 56.0, 22.0]",Male,1749.0,42.46153846153846,32.0
233.0,Truman Burbank,Meryl Burbank,36.0,1731,1998,402,4,[34.0],1,The Truman Show,4928,2393,34.0,"[48.0, 33.0, 33.0, 36.0]",Male,2133.0,37.5,34.0
153.0,Elijah Price,Elijah'S Mother,52.0,1556,2000,475,6,"[47.0, 78.0]",3,Unbreakable,4576,2341,47.0,"[45.0, 52.0, 13.0]",Male,1760.0,36.666666666666664,62.5
211.0,Little Bill Dag,Strawberry Alic,62.0,1676,1992,725,10,"[39.0, 40.0]",3,Unforgiven,6431,3697,40.0,"[28.0, 62.0, 62.0, 55.0, 50.0, 25.0, 44.0, 15.0]",Male,2009.0,42.625,39.5
95.0,V,Evey,24.0,97,2005,1804,9,"[57.0, 24.0]",4,V for Vendetta,8627,4910,45.0,"[59.0, 38.0, 42.0, 59.0, 52.0, 71.0, 45.0]",Female,1913.0,52.285714285714285,40.5
155.0,David Aames,Sofia Serrano,39.0,2737,2001,2613,5,"[29.0, 41.0, 27.0]",3,Vanilla Sky,9268,2299,27.0,"[39.0, 42.0, 32.0, 50.0, 44.0]",Male,4356.0,41.4,32.333333333333336
18.0,Kyle Fisher,Laura Garrety,32.0,1086,1998,1473,6,"[49.0, 26.0, 35.0]",3,Very Bad Things,6993,3385,26.0,"[38.0, 32.0, 33.0, 59.0, 29.0]",Male,2135.0,38.2,36.666666666666664
64.0,Chris Vaughn,Deni,32.0,845,2004,291,6,"[27.0, 35.0]",2,Walking Tall,3044,1750,27.0,"[32.0, 38.0, 33.0, 51.0]",Male,1003.0,38.5,31.0
61.0,Landon Carter,Jamie Sullivan,24.0,1707,2002,1606,4,"[42.0, 18.0]",2,A Walk to Remember,5508,1095,18.0,"[24.0, 50.0]",Male,2807.0,37.0,30.0
163.0,Wesley,Fox,29.0,1577,2008,3564,6,"[24.0, 33.0, 37.0]",5,Wanted,9917,2218,33.0,"[71.0, 42.0, 33.0, 29.0]",Male,4135.0,43.75,31.333333333333332
317.0,Robbie,Rachel Ferrier,11.0,17,2005,0,3,[11.0],1,War of the Worlds,1468,879,23.0,[23.0],Female,589.0,23.0,11.0
125.0,Dan Dreiberg,Laurie Jupiter,36.0,432,2009,2757,12,"[31.0, 38.0]",2,Watchmen,11504,5856,31.0,"[31.0, 49.0, 45.0, 36.0, 41.0, 43.0, 51.0, 56.0, 48.0]",Male,2891.0,44.44444444444444,34.5
20.0,Captain Christo,Dr. Alice Sheld,47.0,2634,1996,173,15,[37.0],1,White Squall,8731,5751,37.0,"[47.0, 28.0, 39.0, 55.0, 21.0, 48.0]",Male,2807.0,39.666666666666664,37.0
160.0,John Book,Rachel,43.0,356,1985,1849,6,"[36.0, 28.0]",2,Witness,5723,1999,28.0,"[65.0, 43.0, 9.0, 51.0]",Male,1875.0,42.0,32.0
839.0,The Scarecrow,Dorothy,17.0,1709,1939,1326,7,"[17.0, 55.0, 37.0]",3,The Wizard of Oz,9092,4706,35.0,"[43.0, 44.0, 35.0, 42.0, 49.0, 70.0]",Female,3060.0,47.166666666666664,36.333333333333336
208.0,Logan,Kayla Silverfox,41.0,1004,2009,2016,10,"[73.0, 32.0]",3,X-Men Origins: Wolverine,8603,4327,32.0,"[35.0, 14.0, 34.0, 41.0, 47.0, 42.0]",Male,2260.0,35.5,52.5
211.0,Xander Cage,Yelena,35.0,2716,2002,998,7,[27.0],1,xXx,7054,2342,27.0,"[58.0, 47.0, 26.0, 35.0, 36.0]",Male,3714.0,40.4,27.0
192.0,Jackson Curtis,Kate Curtis,43.0,1286,2009,2560,13,"[37.0, 37.0, 9.0, 32.0]",5,2012,11278,6416,37.0,"[62.0, 49.0, 48.0, 36.0, 43.0, 61.0, 43.0, 13.0, 32.0, 75.0, 56.0]",Male,2302.0,47.09090909090909,28.75
65.0,Patrick Verona,Kat Stratford,18.0,1372,1999,1206,8,"[27.0, 18.0, 25.0]",3,10 Things I Hate About You,16612,10688,20.0,"[18.0, 20.0, 21.0, 49.0, 20.0, 45.0, 46.0]",Female,4718.0,31.285714285714285,23.333333333333332
60.0,Solomon Northup,Celeste,36.0,3423,2013,3148,22,"[31.0, 39.0, 61.0, 30.0]",5,12 Years a Slave,19324,11964,31.0,"[49.0, 50.0, 36.0, 45.0, 36.0, 37.0, 46.0, 31.0, 55.0, 54.0, 47.0, 36.0, 29.0]",Male,4212.0,42.38461538461539,40.25
74.0,Mike O'Donnell,Scarlet,22.0,4760,2009,3806,7,"[20.0, 40.0, 26.0, 24.0, 27.0, 37.0]",6,17 Again,15092,4558,37.0,"[22.0, 64.0, 22.0, 35.0, 39.0, 31.0, 22.0]",Male,6728.0,33.57142857142857,29.0
40.0,Nick,Kate,28.0,4857,2011,704,6,"[34.0, 34.0]",2,30 Minutes or Less,11927,5836,34.0,"[35.0, 28.0, 69.0]",Male,5387.0,44.0,34.0
224.0,Jack Cates,Elaine,41.0,6684,1982,3438,12,"[22.0, 26.0, 30.0, 26.0, 25.0]",7,48 Hrs.,22962,10954,30.0,"[35.0, 31.0, 37.0, 41.0, 30.0, 36.0, 40.0, 41.0, 31.0, 21.0, 30.0, 22.0]",Male,8570.0,32.916666666666664,25.8
37.0,Tom,Summer,28.0,4858,2009,5422,8,"[29.0, 12.0, 51.0, 29.0]",4,(500) Days of Summer,18184,3824,29.0,"[32.0, 31.0, 63.0, 29.0, 28.0, 47.0]",Male,8938.0,38.333333333333336,30.25
295.0,Lt. Daniel Kaff,Lt. Cdr. Joanne,30.0,10294,1992,5854,18,[30.0],1,A Few Good Men,37778,15776,30.0,"[42.0, 37.0, 28.0, 55.0, 24.0, 44.0, 60.0, 26.0, 49.0, 30.0, 36.0, 26.0, 35.0, 64.0, 25.0, 33.0]",Male,16148.0,38.375,30.0
